1398.2959 , 0.0010522093
1396.3672 , 0.0017561548
1394.4385 , 0.0014700673
1392.5099 , 6.3944732e-005
1390.5812 , -0.00061213603
1388.6525 , 0.00034179137
1386.7238 , 0.00082567654
1384.7952 , -0.00016041203
1382.8665 , -0.00092649582
1380.9377 , -0.00073258724
1379.009 , -0.0001186447
1377.0803 , 0.00078521483
1375.1517 , 0.0017291246
1373.223 , 0.0016330567
1371.2943 , 0.00060697738
1369.3656 , -2.9108711e-005
1367.4369 , -0.00010520915
1365.5083 , 0.00049871579
1363.5796 , 0.0016126221
1361.6509 , 0.0016565057
1359.7222 , 0.00035040389
1357.7936 , -0.00076568243
1355.8649 , -0.0011417731
1353.9362 , -0.0012778358
1352.0074 , -0.0013739634
1350.0789 , -0.0013100565
1348.1501 , -0.0011961374
1346.2214 , -0.0011421805
1344.2927 , -0.00090827717
1342.364 , -3.4398774e-005
1340.4354 , 0.0011695065
1338.5067 , 0.0015434211
1336.578 , 0.00093731616
1334.6493 , 0.00038127915
1332.7206 , 0.00039518171
1330.792 , 0.00079907343
1328.8633 , 0.0012929722
1326.9346 , 0.0018068982
1325.0059 , 0.0023608189
1323.0773 , 0.002964684
1321.1486 , 0.003658616
1319.2198 , 0.0043225074
1317.2911 , 0.004716449
1315.3624 , 0.0050203283
1313.4338 , 0.0054142661
1311.5051 , 0.0057581994
1309.5764 , 0.0059521082
1307.6477 , 0.0061259894
1305.7191 , 0.0063399212
1303.7904 , 0.00653383
1301.8617 , 0.0067377519
1299.933 , 0.0069716554
1298.0043 , 0.0072155721
1296.0757 , 0.0073894495
1294.147 , 0.0075733447
1292.2183 , 0.0078772837
1290.2896 , 0.0081811622
1288.361 , 0.0084650703
1286.4323 , 0.008809004
1284.5035 , 0.0093229292
1282.5748 , 0.010036829
1280.6461 , 0.010770756
1278.7175 , 0.011214642
1276.7888 , 0.011128528
1274.8601 , 0.010582445
1272.9314 , 0.009896351
1271.0028 , 0.0092202658
1269.0741 , 0.0085741663
1267.1454 , 0.0080280835
1265.2167 , 0.0076820333
1263.288 , 0.0075059165
1261.3594 , 0.0073398091
1259.4307 , 0.0070737484
1257.502 , 0.0067376527
1255.5732 , 0.0065415679
1253.6447 , 0.0064854906
1251.7159 , 0.0064593987
1249.7872 , 0.0063533168
1247.8585 , 0.0062772166
1245.9298 , 0.0063411272
1244.0012 , 0.0064649964
1242.0725 , 0.0067389542
1240.1438 , 0.0072528203
1238.2151 , 0.007946752
1236.2865 , 0.0086806752
1234.3578 , 0.0094045885
1232.4291 , 0.010168496
1230.5004 , 0.011022407
1228.5717 , 0.011986288
1226.6431 , 0.013020201
1224.7144 , 0.013994096
1222.7856 , 0.014828039
1220.8569 , 0.015651969
1218.9282 , 0.016605837
1216.9996 , 0.017679743
1215.0709 , 0.018753655
1213.1422 , 0.019797586
1211.2135 , 0.020861484
1209.2849 , 0.022045422
1207.3562 , 0.023309294
1205.4275 , 0.024513204
1203.4988 , 0.025587114
1201.5702 , 0.026601059
1199.6415 , 0.027654944
1197.7128 , 0.028738869
1195.7841 , 0.029812781
1193.8553 , 0.030876679
1191.9268 , 0.031890564
1189.998 , 0.0328945
1188.0693 , 0.033848427
1186.1406 , 0.034692325
1184.2119 , 0.035486214
1182.2833 , 0.036360148
1180.3546 , 0.037294049
1178.4259 , 0.038317952
1176.4972 , 0.039441872
1174.5686 , 0.040585756
1172.6399 , 0.041659668
1170.7112 , 0.042673614
1168.7825 , 0.04367749
1166.8538 , 0.044671413
1164.9252 , 0.045555301
1162.9965 , 0.046369217
1161.0677 , 0.047213174
1159.139 , 0.048037045
1157.2104 , 0.048810963
1155.2817 , 0.049704868
1153.353 , 0.050748799
1151.4243 , 0.051812697
1149.4956 , 0.052766625
1147.567 , 0.053690508
1145.6383 , 0.054814424
1143.7096 , 0.056188326
1141.7809 , 0.05770224
1139.8523 , 0.05935616
1137.9236 , 0.061400078
1135.9949 , 0.063934006
1134.0662 , 0.066927902
1132.1375 , 0.070381828
1130.2089 , 0.074415699
1128.2802 , 0.079199582
1126.3514 , 0.084733531
1124.4227 , 0.090827405
1122.4941 , 0.097201303
1120.5654 , 0.10353526
1118.6367 , 0.10956918
1116.708 , 0.11512303
1114.7793 , 0.12008704
1112.8507 , 0.12429085
1110.922 , 0.12758486
1108.9933 , 0.12997872
1107.0646 , 0.1316026
1105.136 , 0.13241656
1103.2073 , 0.13229045
1101.2786 , 0.13146435
1099.3499 , 0.13031828
1097.4211 , 0.12899221
1095.4926 , 0.12759605
1093.5638 , 0.12622003
1091.6351 , 0.12508386
1089.7064 , 0.12456782
1087.7777 , 0.12471172
1085.8491 , 0.12533568
1083.9204 , 0.12656951
1081.9917 , 0.12857343
1080.063 , 0.13115741
1078.1344 , 0.13406125
1076.2057 , 0.13708524
1074.277 , 0.14007908
1072.3483 , 0.14288302
1070.4197 , 0.14546689
1068.491 , 0.14795087
1066.5623 , 0.15022469
1064.6335 , 0.15214862
1062.7048 , 0.15350261
1060.7762 , 0.15413646
1058.8475 , 0.15434045
1056.9188 , 0.15419431
1054.9901 , 0.15345819
1053.0614 , 0.15219209
1051.1328 , 0.15055607
1049.2041 , 0.14840996
1047.2754 , 0.14564385
1045.3467 , 0.1424078
1043.4181 , 0.13897161
1041.4894 , 0.13536555
1039.5607 , 0.13137944
1037.632 , 0.12692341
1035.7032 , 0.1222273
1033.7747 , 0.11747121
1031.8459 , 0.11253513
1029.9172 , 0.10732903
1027.9885 , 0.10194293
1026.0599 , 0.096406862
1024.1312 , 0.090680778
1022.2025 , 0.084864691
1020.2738 , 0.078898638
1018.3452 , 0.072712466
1016.4164 , 0.066586375
1014.4878 , 0.060770284
1012.5591 , 0.055214193
1010.6304 , 0.049768131
1008.7017 , 0.044482049
1006.773 , 0.039475929
1004.8444 , 0.034729861
1002.9157 , 0.030213749
1000.987 , 0.025947681
999.05829 , 0.022101587
997.12964 , 0.018835502
995.20093 , 0.016079398
993.27228 , 0.013683304
991.34357 , 0.01160723
989.41492 , 0.0098911654
987.48621 , 0.0085450681
985.5575 , 0.007518989
983.62885 , 0.0066828676
981.70013 , 0.0060067871
979.77148 , 0.0056407079
977.84277 , 0.0055145994
975.91412 , 0.0055284998
973.98541 , 0.0056424192
972.0567 , 0.0058363276
970.12805 , 0.0059802257
968.19934 , 0.0060141557
966.27069 , 0.0059480667
964.34198 , 0.0058819801
962.41333 , 0.0058158911
960.48462 , 0.0056397738
958.55597 , 0.0053536845
956.62726 , 0.0049876072
954.69861 , 0.0045015439
952.7699 , 0.0039254203
950.84119 , 0.0033193154
948.91254 , 0.0026932408
946.98383 , 0.0019971328
945.05518 , 0.0012210931
943.12646 , 0.00052498514
941.19781 , 5.8889476e-005
939.2691 , -0.0002372117
937.34039 , -0.00043329629
935.41174 , -0.00061936933
933.48303 , -0.00082546752
931.55438 , -0.0010015866
929.62567 , -0.0010776274
927.69702 , -0.0011037216
925.76831 , -0.0011998492
923.8396 , -0.0013258982
921.91095 , -0.0013019842
919.98224 , -0.0010881079
918.05359 , -0.0007941848
916.12488 , -0.00044029736
914.19623 , 9.3653733e-005
912.26752 , 0.00079753966
910.33887 , 0.0014814561
908.41016 , 0.0018353435
906.48151 , 0.0017692547
904.5528 , 0.0015331754
902.62408 , 0.0013170636
900.69543 , 0.0010510011
